scrapedAt,page,postUrl,timestampText,exactDate,reactions,comments,shares,text,reactionsBreakdown
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0ussY1tjuYiuPbdg3oox9N8Qaxc8QH277ikhM3vHLMsi86NHRKxQYjofCaxZCJxoAl?__cft__[0]=AZZxI1bs9zlUGYc0iY_3DGDZuBRhZjuYe35EaRHChngyQXEtB_puOc6unv9IPSNXgprStJcY6OeECciatBavzTB9MKowV5CHjLTaIDZXfwEDoST8kwzSindzaca43UcRnbfWdMhaX0UcSYRDlX1urCB6Hecb1MsKpd8jepPPjyEcDlwqvv2bB2rnlsD6S3FyBP0,,"Thursday, April 16, 2026 at 3:42 PM",121,,,"台積電 Q1 雙率創歷史新高，上修全年營收成長跨越 30%… 
See more",Like: 121 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid04Hw5EqYsrwjSkkCnzChDftsB5gj7xYEEYWosphohke4eRYaAVwpZjeHZ5t1WC9zWl?__cft__[0]=AZY5aKPu2-98nTO-kZKDpKyTafC-VfW7YdT-SAah3iX4KqBIxg7iJ3If5Fv-A5YpWywN-YljEHEw1tOCgKQCN5df0NXOZ8dQ_glcmBWHiF0kD1nFqozSsTKa8lVE-P1v5wp1tSLHPNFLgFtKIWy1eVGGik0t6FXvtuVkt7GtV4oKQL2oWnKL-IiEro9xl1zpRr4,,"Thursday, April 16, 2026 at 11:00 AM",7,,,"【 20 週年鉅獻｜超越算力極限，定義 AI 基礎建設新戰局 】… 
See more",Like: 7 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02LBfYe8cZsKbz3rzXedWMZmtXm8MUceHzZjhsEZFW76csqLcyp7fxumENQMbe5mzKl?__cft__[0]=AZa1G6BAbhG7U0_j4BTRI_DBc1tj2J-7zc3OIKgMZZ_QKGwIdpopFTst2pdCnAubb4g4Ap2jV3MUGHjW6e0bQ-9Am8xRYgi-rXYr4kmM-pW2CQDBHDERhqCrsM6AIZO-dGv9TZy4X79Hs6UJjOTgiaIN5BJ-zMYyjxDLLmFdcoWm4Sge9QvYEhn7mz_7ohEu6jM,,"Wednesday, April 15, 2026 at 3:34 PM",20,,,"Server 市場供應吃緊！2026 年原有望年增近 20%，卻因零組件交期拉長，被迫下修至 13%。
 
#TrendForce
 解析供應鏈該如何應對這波結構性缺口：
https://buff.ly/9ZbRSa3
 
 
#PMIC
 
#ASIC
 
#BMC
 
#GPU",Like: 20 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02RJpqpMcE8EXGRkETMRBr2347cv3S33A8Z4scYjMD7BaVJEjF7pa2cjZMtE9By2q9l?__cft__[0]=AZYlJb-KtAH05YqXh6voYTSscOVauuMNi9SFGEwOu0rZeLKQX3ylBR0aOFr_4Eh1OrvlIhUFv8XBPRCZBmcrLoWNA0yuVTSnemPaRyyjA9kVISJCHWGaVnPYVJ5DoQBjverDziajZGRAqfAHETWdc05JYZsVi-z6haqnbms647fDzxjBN9c-ZLaB2UOWvdT9kmo,,"Wednesday, April 15, 2026 at 2:30 PM",44,,,"【DRAM現貨賣方於4月中旬原廠報價前堅守報價，DDR4小幅下跌0.48%】… 
See more",Like: 44 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid031h17GJi1zV52KXxhPq3aUGbUFJmigL9v6BR8jxwHhJJ7V1JK7n1rWnk4hh3pQeh7l?__cft__[0]=AZbdC9RL66tmU9vWxrMpkm_5PuyM_2nF_HuvImm-H7tV2GCaHYHilL7VW15x8niQ-lzqBv9bEr8X5a-DcGzYiOVaaCyPksGervuKqQJjERndmqR2_329fxCYew0J1pDm3xhuzrFQ1fobwAY9_Z0Sowm_3ezWTudzi0cvfWJQEGlOdZrsx08cKVMMzcHQjGn1k5I,,"Wednesday, April 15, 2026 at 2:00 PM",34,,,"【NAND現貨市場交投持續平淡，512Gb TLC Wafer下跌3.13%】… 
See more",Like: 34 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02CaTS7MV5FwQLFE9JqNLoAbpxzQNcwmMkycHyxAm4wNhUYSRPybSZbpwCXvJicqHCl?__cft__[0]=AZaUn45Y3-m1bBs2t3UbJNIIFyzwkn8wiregqpGGVIwJAtUTlh9phPSa5-YubCsCb_ZcijPXpWrdQF_XACxeKDG6a9lZnaDrro87AtPe4rfsV0wzvwHzDu_SmRznVvCUqMExwG_qINzD3iLcvLVrpUE-IR510Mebhniw9Tir9IhiM_PHdvAgRedPHVW1kw5zf8Y,,"Monday, April 13, 2026 at 3:38 PM",23,,,"折疊手機準備迎接 
#Apple
 入場！
#TrendForce
 預估 Apple 最快將在 2026 下半年加入戰局，一口氣拿下近 20% 市占。
 面對強勢壓境，
#三星
 與 
#華為
 該如何捍衛市占地位？了解最新產業預測：
https://buff.ly/W5xkJHq",Like: 23 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/2332637083882360/?__cft__[0]=AZZkr93_CztA877Aa7sSZ4UWx9D8_5oCo0HvMxqfn2xpLl-tP4uW7d04z1GSQ2ed4_SOa0oqqZReRbdLFnJOXTZBxDl16VKYsEEBSLngKFo0aRJzQ8yJmHicopp654sm5QCTlsRhU24fWDk5UixOvN_8UMGsHhod6nzkWCKpJobz3w4av9z_jqys35ZAsx-XFTOGI8Wgz0ekjQeXt7649jFZ,,"Sunday, April 12, 2026 at 3:00 PM",47,,,"SK 海力士宣布 321層QLC SSD 開始出貨 首批交戴爾 AI PC。
 新聞來源：
https://buff.ly/oDAbArK",Like: 47 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0zBR9izJvsSDQjE9bTnbVKzSo455CQznEW7rB367KcSsddVh4KJP78THPSp1MhaDGl?__cft__[0]=AZbHwWM3h690aWtz3LabrpithWssfGiIbYOWZI6FOCplCCnfMa0qipEa4pbaOr_2aE3BJ0Llq2zk1AY0OPwvyIqO9HWWZi1qCkznHLAHvP-z2lSDFs1Hrix07gVHzyJDDAawUavNPzrxWurcL4TE1wrBgzZsr5qttGARf4I1zYAhAtEP592JtfOshnO1zyiYYPw,,"Friday, April 10, 2026 at 4:58 PM",24,,,https://buff.ly/5QUJSoa,Like: 24 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0b9tPQZf1qgq7jEESH9VERPDw7b25wVaNAggtv2xH4ArqVECm7ueaS7QQQSTMJZ2Xl?__cft__[0]=AZayXN3Ajr1Skel2075gVFH3a0kEWXEXFzBFCDon0aYoTb93vOMbCUuJlHFJztMkVIt-iWx9VbCVmGNWC6ZZjspa9-fmVM_sZpWAl6UMFHqlU09_5zUejmx5rKHydf4atNR4AaNARsk7Xko7ojPMxioWyRQSTqWkmjkTy6kIjBkkq-UHNlJ25qwdfhxr1d8sTtQ,,"Thursday, April 9, 2026 at 2:47 PM",21,,,"2026 下半年人型機器人將進入商業化關鍵期！預估中國廠全年產量年增高達 94%，兩大廠包辦近 80% 的出貨量。
 
#TrendForce
 分析美中機器人競爭態勢 ：
https://buff.ly/SRmM4pR
 
 
#宇樹
 
#智元
 
#BostonDynamic
 
#Tesla",Like: 21 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0oY3zjJnxoDSg7n1YHq8ToegTm3iLChud6w6ZEkrG2idWxyniBGViJSbPKqCbGJHLl?__cft__[0]=AZYVjzE9D88HE5C2DttOAg3yZsXLyu7H1NMrWt_NjcYxWNqHIhjBI7BMLGQuEJbo8e8sDwn0tbuACH-G7vGM-UZ8zzGFZzOGG2z9si9bmWGFE54uqPktTMPUEcDntJ9CkAevmziTQL2CflDX6l9a1T0oyE2PrkCD10V1QrM2RAFPB6pY5N_9Z6blr0TEUVYIkGY,,"Wednesday, April 8, 2026 at 6:06 PM",28,,,"#Blackwell
 出貨占比突破七成，
#AI
 晶片世代交替加速。Rubin 面臨 HBM4 認證與液冷散熱挑戰，NVIDIA 如何穩住領先？
#TrendForce
 分析算力版圖從訓練到推論的關鍵轉向。
https://buff.ly/SWtr8sQ",Like: 28 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0KDy9SkxZzdzrLe28eEstFnZjg5CrqdFe8s8Yh8nfDQDyPFhtpMFpbQLUopBELX43l?__cft__[0]=AZbKG_wh3xV1Iyb_j7SlhsEaDRAawyhwdddZoHQ7pj-L3mSce-CRCOMWqBMxkV37sTUHbDnqjflqx1pdBBKrFqwyCUblyWdiO0UbyVGRU7w40CO_f_Q4h3jJ97lprlrMNY2krDv7DjGaXsaGZ0Use3WfCA8qzQQthIeKcXIB5JUlAsy_Ra-u33T-KKfCBA5emxc,,"Wednesday, April 8, 2026 at 1:30 PM",50,,,"【DRAM現貨價在賣壓受控下延續緩步下行趨勢；DDR4下跌1.18%】… 
See more",Like: 50 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/1694558005038221/?__cft__[0]=AZaV5aM1NAQw0SenevYMdduFvMoP-Nc4JOCqodH8-6mPodJkzlHbuAv9vVyI0T-hl2QGo5TcuKkJN2SfFI-BIMu__Wmh4shAFgAq023h2z6wCLesn16pufpMl3fk9Ih8GdMcJ81lwB81TTxzlmwWIPAJaw2_TIth0H4f4us2SVO3WglOmD7zKikxOyOJXHldlyZefPqp0sG3cSw4bFrY31mA,,"Saturday, April 4, 2026 at 3:01 PM",18,,,"三星公布矽光子 roadmap，2029 年推出 CPO Turnkey 服務。
 新聞來源：
https://buff.ly/2HvWJBC",Like: 18 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02ZY5Eg1oM6frxcvVWD94885VvrKbt4ZiK62CVqFCprvc36DZpq8vwiQAhM2VJfJpSl?__cft__[0]=AZYF0PSEmO6KyWyi2W_HYyPy8Bx-vsnoZpsDObJwUIFKyEVHx49SI4jAyjH2DCO4jCwSinzYD7cKzmgttQfPdnHHBTd_QUIiwfwdNWAjM9hWzugjhxJ6kom6dzNoZ0nmQotOTLXeCMf1JR7VOTVDwvWdBurzJi3SEqRgxFk-V4iFaRzGE-SigPyv7JBaqJLJ7Bs,,"Thursday, April 2, 2026 at 5:00 PM",13,,,"川普預告擴大貿易制裁，能源成本飆升加劇，後續怎麼走？看詳情
 
https://buff.ly/v1Pk97R
#DataTrack",Like: 12 people; Care: 1 person
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0QxjQrHdrjebHwgvUeMvvF5WcV7jn5UWujhes1sE7tXEHrDBKuuhMtnQ25LFPLcTol?__cft__[0]=AZbKcbB-1jdCJOhEbNIFxX_PP6_SeTddcPakM72apFc0OoHOv48THfrG8cF2eYS0X1UhSGJBWimoT4IPfc6cYtSoggm-es-BUQGCR4InkYQTjBYAEGV0Fo2QarSvnUXFBeqtXuuYMJb_FGV9-rI0RRetjy-xoMBuH8XgY0EJXBuur6AwOMOGHbqetWv-lytJD0g,,"Wednesday, April 1, 2026 at 4:30 PM",45,,,"【模組廠僅於深度折價時少量採購，NAND現貨市場持續疲弱】… 
See more",Like: 45 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02VrgG7EgpuNbGz3Zz2yXEpLkpebR1riapquh4kZZM6vK8fCGQyX7n82eEbmkXaCt6l?__cft__[0]=AZYM95Qjgh_ke9IHlwhEU502br5OJndHLyecVRp9gNlB_0_mDYNdR9CUweG9jsyd_wEHDD0NhmIFQdf4U3EbbAqvy5qZwhqEOCXuN3ya-ZBoataPIa43qUCzKNuSrynhOQVKN0KWV0JnnW7DmuKtnangAsASFg2g-LNRBJiCw4dVj_iEGWxdHGoUp7HgD-JLs40,,,91,,,"記憶體漲勢持續！2026 Q2 DRAM 價格將季增 58-63%，NAND Flash 更飆漲 70-75%，供需失衡何時能解？
#TrendForce
 市場趨勢解析：
https://buff.ly/vyFMf0L",Like: 91 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0pvKd6GXK9if4UqgMP91w6n2Ja7QGGpW6bwvrrLCtteNJZjtR1wCTVoTHs1njyggWl?__cft__[0]=AZZVcoe7OHFY3O9cSQIwukrSwH8n2Wkgg0nsFrntHFpHsDwcmK0dgw4UXGYlClZgLrpkkjQ0kxEqqY04DN-wpaKN7POEI6VLMGGPEJC14OIubjtgXrcMQr9srGJY0W0f8YGH6reMOJiATau_KMp3OgCSdQ0XpGf-xYoSm5IahKo24c4B7jQzmP6j6qtznJwFXZg,,,20,,,"#筆電
 市場警報升級！2026 年全球筆電出貨預測年減 14.8%，但 
#Apple
 有望靠著新機 MacBook Neo 逆風突圍。
#TrendForce
  分析最新產業趨勢：
https://buff.ly/hINN94X
 
 
#CPU
 
#記憶體
 
#AI",Like: 20 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/925499010195093/?__cft__[0]=AZbKyllRxy6VAdOSIuf36hHOTx7hxYdeul9EQ51lQyb-84kysi71h-rN19bJMMA5Tiqui4K4emCCoE2HV8wbEQYMdGoWIosg0wIuo9vgkAiBmKvKDP-m1zaa4V1C-lbHohuFRYIj_sete-TTeVBkv-2t2b_VcSsidfIG0RTZepBQC6-ko4dUQ8BHU8mDJiQmsa5WNaCEdEbiHKNNw_fDhNfp,,,27,,,"ARM 推出第一顆自研資料中心 CPU。
 新聞來源：
https://buff.ly/pELQwG2",Like: 27 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid091qDK8ReDPkSTdAbvGqjNhNz2NVhQuTv8AdcVDNw9oZbddDqioQPpfYx6NEQMAuNl?__cft__[0]=AZY_94ONWQA9UvYZOGzJgEvyboh4Gw53y2CMuGbtINeCdd_moHZqyuRg0-pplCdXg5229zdUlGVZmljM-VJhxPzvBzVLGIK1qbC4GvFUA5IFCtkFplyBFRUYeIeeARuMjjZ33wevbEukdiuXZru-AWjTuth1L8NYc0YZKbH26OBiT7cskl8fXRKPRgtqIoJH6FE,,"Friday, March 27, 2026 at 3:26 PM",20,,,"顯示驅動 IC 成本壓力增加！從晶圓代工、封測到金凸塊材料，全線成本走揚，部分 DDIC 廠已開始和面板客戶討論調漲報價。
#TrendForce
 分析三大因素左右漲價幅度：
https://buff.ly/HcaNVnx",Like: 20 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0GorPJjditxvAgoYnYxYhEUcuJbtTtcRNneT3Db2iVNfRxqRQQbqKi1t9GdU5uPDVl?__cft__[0]=AZYosSfs-r0ifUuQrcifulMsEVPlEnCJDadwk8vAYbKnK7lN83vVrrKlfsbWIBg84Xrf3-WD__YTEx1Y8SUp41x4OUcFvgCivyKaal6ayvd5IxGKGNvbU9a0D4x5Nse06JHcHx_Dp0nFdafPRgh1j6zV9VAB6k2wLtSII-RdspqL_khFVugOAKFPHwn8MbdwiXs,,"Thursday, March 26, 2026 at 2:33 PM",17,,,"2025 年 OLED 監視器市佔冠軍出爐！ASUS以 21.6% 市占奪下首位，亞軍 Samsung 以 19.3% 緊追在後。
#TrendForce
 分析全球五大品牌趨勢：
https://buff.ly/cVNjbPQ",Like: 17 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid01Jj47QYKU5c4PsXkN9nTPTQnKzLWbDbsJAqNPiSuC2VxSrV8z7DRnmUrgSGk5ypPl?__cft__[0]=AZaAbvElfiwZroGpijj4nLMe-6mAoDENSyYDBQ9E0hD0pBqlUjHUsGVx-SsFkE0LgJBCC8YvzJAwPvAM2YDScr_8nnMWAxY_3eBwC9zMVaPiflydx9_xoZsbzbZIFtQ4j3tB1gtzJ_SB-0tTxYjT6NTmXAhL4a3d7uGQSb4y-t9ZSPt4_L8Tf3P6gD9j0N7yD6s,,"Wednesday, March 25, 2026 at 1:30 PM",66,,,"【512Gb TLC價跌0.72%，然而合約價上漲預期可望推動現貨回升】… 
See more",Like: 66 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0WLxrHiRWwfMXqW5HHUZYi6qeYbmjhYkvF4oz2j7cxeV68Bi3ZsfcYmfXk41nC6sGl?__cft__[0]=AZZ3VBy6tMLdjxHZDLrw0ugNX1U-4MEq2drglhyBgBWNxeo6tWABblkVzPKdFyFpNsNRenmEb3hPKud5AJZyYIGF9xXlGA4YURNlcJ-Guu0a7jThaiF2fzUVp60Sfcolgw6YSt1Ffj38Myd56t6NjzS6HXqTKz9rZttRdeYWGgQUzimmyOFUmpzZ32K9cCDqPmc,,"Wednesday, March 25, 2026 at 1:00 PM",125,,,"【三月合約價停滯，DRAM現貨價上行受限、DDR4最疲弱】… 
See more",Like: 125 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02UDSrJWZMNFq6nj7HyTFhkhg8Tsd1nzq9JbMPiyFkRdqU9DSxK6Q8UX7G6zRW6gvTl?__cft__[0]=AZahX3FD9NPW0nOSwRjHafH7DsFyrJyeIJxdUn6bd31HqHzZDW2nKhCW4n14HxC_LkW9sj7-QXplzu6aXIi8su_mQC_59ie-NKPPsYVyJPj_MDNhVNMK27N2MH_yiOQpv0u6cb0u93UNjsvU4AQFAQHSAmspj7OK2CCKfJYkuj5zaMVxbftv1FZ59yMvdrRFMkY,,"Monday, March 23, 2026 at 4:18 PM",18,,,"NAND Flash 漲不停，手機容量卻逆勢升級！TrendForce 預估 2026 年全球智慧手機平均容量仍將年增 4.8%。
 
#TrendForce
 分析手機市場最新變化：
https://buff.ly/eMxzwj9",Like: 18 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/1647356129837380/?__cft__[0]=AZYZImbiOdVgWpECe7RTcwrHtHcDqaD4IHYJm7fiZX8k1M0HHO72k26Pe1akSkJdYX14PXwsikjyn9zeHoVQFuGe0Eo2zn8pi4gFTQTKXEfGueL8-pcWEi7HZGv9XUVV-BmSrQNrPzgREPedKfdRHZUK7voqKp-zSqX0ge0Yjk4iM_aHDbP0Al9zpNHAm8nWVJ2-hWA9_XTvJBPkc5DTAhyN,,"Saturday, March 21, 2026 at 3:00 PM",9,,,"ASML 跨足先進封裝，進軍 Hybrid Bonding 設備。
 新聞來源：
https://buff.ly/SxJUJ8L",Like: 9 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02owRTBTQa34oxsczpSj6VfkmgtxoQ6BuD92QaRvs5KsLPeW81EPGYkvQzG38qTAtDl?__cft__[0]=AZY4ZNItYnaKDGuLe6qeBy7M-3_ka40kaVUJrvqXC5nG5LFnWI-hcqVnwkSG2vxIKElLHQs-0xYgukxls4LXg8u-eMqvN2t4VDzqY8WN2jd1eAYgUF4FORb2hXP4EFQ7xrAy3gTc-ubvyhzY_Srug9Cym9tOWVIjfFQTpsKQNU04qX5Y3PFPcO6KzcbaYWB6TOg,,,26,,,"台積電與三星 5/4nm 以下產能滿載並同步喊漲，反觀成熟製程卻面臨需求分歧，兩極走勢將如何牽動終端備貨策略？
#TrendForce
 分析各大廠報價策略與產能動向：
https://buff.ly/nibYEjY",Like: 26 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0GHvqrSUaMw4tJbmyXj2B4fcjVw2YQxRq5quC7Yyicas1RpNUbzGkTAKMTmoFdnKwl?__cft__[0]=AZbTOMuTYIZS2VDDYtdA1vj-DWZO5twpyNDmzXUJwRxoC5aMOlB_fdld8FFXu4osx9pU6UhMp-h-xlItij5IC7_dEnc0u10UiB1wG4WgCWrx6LSE86kC_JlOK7bRFcrWOEBMaX2uOMn4mkK-MyqLbWVxIb5mdyRKOr_X7qY7WxoYRB_0mZZWsqIhQpLVtBjn94s,,"Wednesday, March 18, 2026 at 6:13 PM",18,,,"雲端廠擴展自研晶片，
#NVIDIA
 GTC 2026 轉攻 
#AI
 推理市場。針對延遲瓶頸，全新「解耦合推理」架構如何結合 Rubin 與 LPU 突破運算極限？
#TrendForce
 分析整機櫃出貨進程與關鍵供應鏈動態：
https://buff.ly/jWFmHc6",Like: 18 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0cEuDHW8yWUDwjoQTD7CNJZABMMnDkk5hLQbDr5ZVtKAsP8b6gV2ihRJMCswwX4aVl?__cft__[0]=AZbTjj1sgkpcHRwiP6c-qnNuhDRCVUuCNOffEiLkdS0l66Nih2zQcnUnrqoytqyIWPtA4qpIbTZa_eG4yuk8wSVzvza2IsMloQTd_D7n6l4DS0MVci8wJ53dA1cHulqvqdeeG2fhHvmvbaGEIogX1rkY-v8LixdyJrHRtJIRMlELyP4iMPeL1etX1ercqk1YJ-Q,,"Wednesday, March 18, 2026 at 4:00 PM",39,,,"【合約價強勢走升帶動，NAND現貨價有望回穩上行】… 
See more",Like: 39 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0c7Fo45fegXgPZi86jKz2JfpQYeVDdsrJJ9EtdYUUm7AxvHB9Yg6XcsuJvq3anofwl?__cft__[0]=AZYjlpmTYh3vrjVrIrPdYvXv2UFxnXnWpJi1qvQTAx6Xsfd2fhN5E6TGoSuysnlNKauD_Wot5Ytlt_Bgbh7307E_SBjMX3jKHo4vmh5wrIPiQasPbO-5_DINwqHzkySMh-366QJpft0SO9-3-QEH7PjtqoAQu3E8lVuvalI21UPQZo-7SJb0hI7tnd6fluXyRbE,,"Wednesday, March 18, 2026 at 3:30 PM",47,,,"【三星三月消費性DDR4凍漲，DRAM現貨漲勢暫採煞車】… 
See more",Like: 47 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid033vdmDdwQ8NS2WtJJJXX5pbZeEzi2AopsVWp7Fqs5iY5MMkpZCHFndMSEMTt2jSDYl?__cft__[0]=AZZiJm6k9bplfyv0KED8tvHQ4Sm3uXhVjyOg2DKtGJ-1nO6I5hilbgxhzpQbg3GC-w1ZSbfbYNhOwbUnfaSzGSBv67Zo2RKe4XXNLL2kj2BzfBQZ3sGRmuNMeA5Qd672E9K--jZdqV9cY-c6nNWB9zrsdngQV4GpixFHXSD3VJaYTqlzc7TGNTiVNSA24C2V5c8,,"Monday, March 16, 2026 at 4:18 PM",11,,,"#電動車
 電驅市場創新高！2025 年 Q4 全球電動車牽引 
#逆變器
 裝機量攀升至近 965 萬台，創下近兩年新高。
#TrendForce
 盤點供應商市佔率與關鍵優勢：
https://buff.ly/rdqEr4L",Like: 11 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/2022367124980070/?__cft__[0]=AZbxNkMyYfhQbR7i-bBtkHU6SdP7x8RFP12aXmpSY-rcQU3MpphTkXbi9scgHkwmaqCeyj8zT8TymQ_49vJkq-v5S4upCyjCcUMpwDxqBwhAdYpcV4g9YRnug6FDMrgNdWEO5MEZHNRJUvK4anROTEY_5PZg4SrWcrHRztldN4CDG3wq7WmygEf4eXEW5EfQUxo0Bdtb_7fFsEYntRniZ07B,,"Sunday, March 15, 2026 at 9:08 PM",45,,,"傳美光出局？輝達 Vera Rubin HBM4 供應鏈，三星、SK 海力士先發。
 新聞來源：
https://buff.ly/N5RVyS4",Like: 45 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/reel/1999367674349760/?__cft__[0]=AZYItNuADZtx-dYDODRKJt4XuHgODNXsU16BXpRFoxYcFufTVKOv-f0PDO5cjzDBn4BQINBGX84wGdGZ2Gs3YX7hSrQg59fddc9jAya1ckLbPaQwZSX9Xwz7qhyWDrk0TSytPgR9C4obdYKZYbwJBWalJTndUsoYyk1MQLIirWb-fGS9CbW1FL0QJtEBID9l4_EG550ssu-Aw-w8t-jtd4v9,,"Sunday, March 15, 2026 at 3:01 PM",55,,,"華碩稱記憶體缺貨將持續2年，與供應商洽談3-5年長約。
 新聞來源：
https://buff.ly/7PdDRq7",Like: 55 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0Fd3saHnorxNjk1DcUi6xzoK66yqiUms7RvDDqcHgAR7bHAizQiPU2sVDWmmY2sU8l?__cft__[0]=AZZ_AkiiW-uMs3rphCSrieP0Z5SmrP0hd_ApbBoOCtm7_xy2HbJw1vNRr0yP_0prkW4jDfcu-x8_DRXWnW92pT9EbFPLf4gc82IDRGLNM-iuGqmfu-mLWDXGuQBJIKW1KBS0NDk2mZO8mgZp5LYYR2gWxusRy2nbmw3oIb6FQlWN7p1cjhahXTdMoi1usHN0FMs,,"Friday, March 13, 2026 at 5:00 PM",8,,,"面板產能版圖大洗牌！陸系高世代線產能持續放量，台系廠加速關閉小世代產線，預估 2026 年全球 8.6 代線產能占比將升至 26%。
#TrendForce
 解析產業結構轉變：
https://buff.ly/xzU5get
 
 
#友達
 
#群創",Like: 8 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02JyzJybTFjSeNTV9G1Yxeeo9eNjV7w1NVhSG8vCUCESQfiLNmSAAoCvhtCwpKfJFPl?__cft__[0]=AZanTDwPIldaHAudlZngCfwPMk6N-rS9N6XmCV9mR3yaq3MQQcpO8xNIzKb7lKRYXz8rc6m7SnZZTK7OHe7243-PYF9fCVFSHkMc1lrfWn-VOJg7YyauGQEDclV1PAFVXUwe32pJfiuVN5nMin121F8F_YL3PwwPs5zNyAqDDlYkVzg5ipOPxUrN0XZ39Jj-Kv4,,"Friday, March 13, 2026 at 3:51 PM",34,,,"AI inference 帶動企業級儲存大爆發！2025 Q4 全球前五大 enterprise SSD 廠營收季增 51.7%，突破 99 億美元。
#TrendForce
 分析更多關鍵產業數據：
https://buff.ly/3JE8HCg
#Samsung
 
#SKhynix
 
#Solidigm
 
#Micron
 
#Kioxia
 
#SanDisk",Like: 34 people
2026-07-08T06:35:31.345762+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid03aS5mpkX5ixUgu3ZmoEVduBrjKc7yUpKiK1brM5iaT7MxcJyr5U4q4MVZXuxCDPyl?__cft__[0]=AZauscMBi_MLC0psexrfIpTHvgr2Gvp0EjjbhncrgR5VLr9uoBx-2lf_feINV774PW9TvqAY9taQA4qP4Eraz0retsVa1rdZzmP78HI4DewgjbIdeDbpGdi0zagQvEHEPXoIcB0pDTipCIfsy5en7UFz8rXgzpRCj_kbm3CjVV-FhckXHOghVI_OvibFTA3oMnI,,"Thursday, March 12, 2026 at 3:15 PM",13,,,"2025 年前十大晶圓代產值飆破 1,695 億美元創新高、年增 26.3%！不過 2026 年記憶體漲價恐衝擊終端需求，下半年浮現隱憂。
 
#TrendForce
 解析市場動態：
https://buff.ly/3BEzxT3
 
 
#台積電
 
#三星
 
#中芯
 
#聯電",Like: 13 people
